,title,title_lower,review,sentiment
539,13 Reasons Why,13 reasons why,"The show's myopia isn't surprising. If anything, the final season proves once again that teen viewers deserved better than what 13 Reasons Why offered, and if the show is remembered in a few years, it'll be mostly for what it failed to do.",0
540,13 Reasons Why,13 reasons why,"Readers may recall how promising this show was at the beginning, when it was simply the adaptation of an acclaimed young adult novel... The final season reclaims only crumbs of that sensibility.",0
541,13 Reasons Why,13 reasons why,"There's no revenge story here; no real mystery; and no one gets their comeuppance. It drifts until the shocking death, which erases most of the storyline that came before it, or at least reduces it to an afterthought.",0
542,13 Reasons Why,13 reasons why,"It's not always successful, but it does have its moments, offering up some refreshing character journeys along the way. As for some of the more infuriating moments, they are, as always, elevated by an incredibly talented cast.",1
543,13 Reasons Why,13 reasons why,"13 Reasons Why was frustrating and difficult, but it's over, and there will be no looking back.",0
544,13 Reasons Why,13 reasons why,This show has no business being a full hour long. And it certainly has no business leaving us with an hour-and-36-minute (!) series finale.,0
545,13 Reasons Why,13 reasons why,"Laves nothing to chance, wrapping up almost every major loose end in what is now surely the show's trademark: throw every possible hot button issue into a blender and mash the switch labeled ""the power of friendship and de-escalation"" until smooth.",0
546,13 Reasons Why,13 reasons why,"Season 4 is a disaster that betrays 13 Reasons Why's characters, its only remaining asset. The show has squandered any goodwill left over by its once-charming cast.",0
547,13 Reasons Why,13 reasons why,The empathy of the first season has vanished completely. [Full Review in Spanish],0
548,Community,community,Community is unique. There has never been a sitcom quite like it.,1
549,Community,community,"The last season of Community was really, truly awful. I mean, it crashed and burned. And for a show as self-aware as this one, there's no way it didn't know it.",0
550,Community,community,"There's no denying that the magic of the early seasons isn't quite there. However, let's be very clear about this: There is much greatness and joy to be found in those 13 episodes.",1
551,Community,community,"It's meta, but one of the best things about Community is how it finds sincere emotion lurking in its self-deconstructive rabbitholes.",1
552,Community,community,"There's no obvious evidence of budget cuts in the move to Yahoo, so consider this a positive start for the latest version of Community.",1
553,Community,community,"It looks mighty twee on the page, but as Community fans know, Mr. Harmon has a knack for turning countercultural whimsicality into affecting, fast-paced comedy. He pulls it off again.",1
554,Community,community,"Really, they're just great excuses for fans to geek out on what they love most about Community, from the endless stream of nostalgic pop culture references to the clever inside jokes about the show itself.",1
555,Community,community,"The spirit largely remains intact: Specifically, the world is mad. So is Greendale. So is Dan Harmon. Did I say I love Paget Brewster? I do. And the refurbished, reborn, reconstituted, regenerated, re-undead Community? That too.",1
556,Community,community,"For all intents and purposes, this technologically resurrected Community still feels like Community, just, you know, a little different.",1
557,Community,community,"The series feels truly smaller for the first time... That said, the extra time allows for funny gags to go on longer as well.",1
558,Community,community,"A fitting farewell for the folks of Greendale, as the entire series perfectly collapsed in on itself in a glorious, hilarious, and bittersweet fashion.",1
559,Community,community,"Good show, Yahoo.",1
560,Community,community,"Like the Greendale Seven themselves, our time at Community college may not have seemed like the complete fulfillment of Dan Harmon's dream, but an invaluable experience that brought such unlikely friends together.",1
561,Community,community,"For the fourth time now we've got what essentially equals a series finale, and for perhaps the first time it satisfies.",1
562,Community,community,"Ultimately, Community has written itself into a hole that I'm not sure it will be able to dig out of.",0
563,Community,community,Don't write-off the new season in the age of Yahoo,1
564,Community,community,"Community continues to achieve a tricky balance of cynicism, sentiment and surreality.",1
565,Community,community,"Ah, Greendale, how we would have missed you!",1
566,Community,community,"Though it will never be quite whole again, I'm happy Community is back.",1
567,Community,community,"The Yahoo version of Community seems rather scaled-down, budget-wise, and looser and less urgent than NBC seasons (running times vary). But it still feels, moves, and thinks like the Community you know.",1
568,Community,community,"Welcome back, Community. Even on Yahoo, you're still the best sitcom on network television.",1
